agent_id,agent_name,state,channel,tenure_years,active_policies,avg_premium_collected,lapse_rate,churn_cluster
AGT000322,Charles Ram,West Bengal,Broker,10.8,205,196553.8,0.147,False
AGT000323,Jeremiah Sani,West Bengal,Direct,12.8,279,58367.39,0.047,False
AGT000324,Lakshit D’Alia,Maharashtra,Agent,1.9,9,125135.45,0.262,False
AGT000325,Jacob Pillai,Delhi,Online,19.0,294,152487.57,0.281,False
AGT000326,Rishi Oza,Tamil Nadu,Bancassurance,7.5,93,190614.39,0.242,False
AGT000327,Dalbir Khanna,Uttar Pradesh,Online,5.0,387,74512.03,0.236,False
AGT000328,George Anne,Andhra Pradesh,Bancassurance,16.3,230,127932.02,0.125,False
AGT000329,Nitara Yadav,Telangana,Agent,17.9,62,33669.28,0.306,False
AGT000330,Alexander Krish,Maharashtra,Broker,10.3,174,52038.17,0.176,False
AGT000331,Faraj Bhandari,Uttar Pradesh,Bancassurance,3.7,321,139582.88,0.304,False
AGT000332,Reva Gole,Uttar Pradesh,Agent,1.4,173,187266.34,0.157,False
AGT000333,Caleb Murthy,Kerala,Direct,5.6,305,169428.37,0.054,False
AGT000334,Yash Master,Telangana,Direct,19.9,386,185903.81,0.309,False
AGT000335,Mitali Srinivas,Jharkhand,Direct,18.6,386,113858.91,0.159,False
AGT000336,Faraj Bose,Bihar,Agent,14.2,238,89739.37,0.16,False
AGT000337,Samesh Talwar,Odisha,Direct,19.2,15,68632.56,0.075,False
AGT000338,Thomas Sawhney,Andhra Pradesh,Broker,17.3,343,32631.72,0.079,False
AGT000339,Jeevika Master,Maharashtra,Agent,14.8,78,25737.35,0.206,False
AGT000340,Amara Nagar,Kerala,Bancassurance,8.8,188,43334.45,0.1,False
AGT000341,Chatura Pal,Assam,Online,19.6,50,66760.56,0.128,False
AGT000342,Vedika Mammen,Bihar,Broker,18.5,303,161103.85,0.226,False
AGT000343,Samar Devan,Uttar Pradesh,Broker,17.3,164,162725.99,0.031,False
AGT000344,Dalaja Kade,Maharashtra,Direct,2.2,109,171546.27,0.033,False
AGT000345,Kashish Dhar,Telangana,Bancassurance,9.9,395,83679.5,0.224,False
AGT000346,Wahab Sarraf,Uttar Pradesh,Agent,5.4,99,127327.93,0.331,False
AGT000347,Ishaan Bail,Jharkhand,Agent,19.9,153,47601.1,0.055,False
AGT000348,Bahadurjit Madan,Punjab,Online,4.0,14,130108.7,0.241,False
AGT000349,Leena Mital,Maharashtra,Broker,11.7,156,134026.36,0.287,False
AGT000350,Darpan Mallick,Uttar Pradesh,Direct,17.9,267,170034.67,0.073,False
AGT000351,Warhi Bahl,West Bengal,Bancassurance,6.8,357,18734.12,0.223,False
AGT000352,Leena Sawhney,Maharashtra,Bancassurance,10.7,301,29150.73,0.108,False
AGT000353,Udarsh Jha,Uttar Pradesh,Broker,14.9,19,69009.55,0.175,False
AGT000354,Qarin Sankar,Maharashtra,Bancassurance,13.2,103,143286.81,0.057,False
AGT000355,Dalaja Balay,Kerala,Broker,14.6,299,115751.62,0.279,False
AGT000356,Atharv Nayar,Bihar,Broker,13.3,51,143266.77,0.291,False
AGT000357,Tarak Bala,Delhi,Online,13.4,209,56384.42,0.195,False
AGT000358,Radha Sane,Rajasthan,Broker,7.8,89,55022.68,0.319,False
AGT000359,Ikbal Rama,Gujarat,Bancassurance,1.2,52,23316.39,0.091,False
AGT000360,Ubika Samra,Rajasthan,Bancassurance,6.1,11,25760.87,0.159,False
AGT000361,Nicholas Raj,Assam,Broker,13.9,244,150297.45,0.102,False
AGT000362,Wazir Deo,Uttar Pradesh,Broker,1.6,277,96541.84,0.276,False
AGT000363,Avni Mahal,Karnataka,Broker,12.8,155,25263.96,0.339,False
AGT000364,Zaid Merchant,Delhi,Agent,0.6,15,88917.56,0.313,False
AGT000365,Megha Barad,Uttar Pradesh,Bancassurance,10.9,365,98018.05,0.153,False
AGT000366,Janaki Luthra,Assam,Bancassurance,10.2,364,99187.47,0.195,False
AGT000367,Advik Dash,Uttar Pradesh,Agent,14.3,93,146492.4,0.302,False
AGT000368,Ekani Lalla,Andhra Pradesh,Broker,9.7,72,172349.97,0.339,False
AGT000369,Sachi Shere,Punjab,Bancassurance,4.1,88,133297.13,0.097,False
AGT000370,Ria Andra,Odisha,Bancassurance,8.1,334,85017.36,0.042,False
AGT000371,Balhaar Parmer,Haryana,Broker,7.5,280,44285.3,0.064,False
AGT000372,Tejas Rege,Bihar,Bancassurance,12.4,265,110926.39,0.19,False
AGT000373,Fariq Malhotra,Chhattisgarh,Broker,1.7,202,186283.81,0.049,False
AGT000374,Devansh Sastry,Madhya Pradesh,Broker,15.8,5,45741.48,0.326,False
AGT000375,Aarna Majumdar,Assam,Bancassurance,13.3,329,61201.11,0.095,False
AGT000376,Warda Datta,Kerala,Agent,17.3,332,47427.8,0.143,False
AGT000377,Owen Din,Gujarat,Online,13.1,53,78986.14,0.102,False
AGT000378,Viraj Contractor,Uttar Pradesh,Direct,15.6,300,22251.24,0.323,False
AGT000379,Qarin Toor,Punjab,Online,0.7,204,181067.51,0.204,False
AGT000380,Edhitha Barman,Uttar Pradesh,Broker,16.0,263,143192.37,0.325,False
AGT000381,Darsh Lad,Gujarat,Direct,14.4,84,107758.04,0.222,False
AGT000382,Amol Pandit,Tamil Nadu,Agent,15.9,221,73990.46,0.305,False
AGT000383,Wahab Palla,Bihar,Broker,17.9,255,61748.41,0.135,False
AGT000384,Faras Tripathi,Karnataka,Direct,8.6,227,34972.47,0.315,False
AGT000385,Isaiah Vaidya,Gujarat,Online,12.1,215,22539.09,0.061,False
AGT000386,Warjas Jani,West Bengal,Online,1.2,267,161926.86,0.193,False
AGT000387,Kamya Sagar,Bihar,Online,10.2,273,52910.16,0.311,False
AGT000388,Pooja Mandal,Jharkhand,Agent,5.8,117,156979.32,0.256,False
AGT000389,Aryan Narain,Uttar Pradesh,Bancassurance,15.8,95,121013.43,0.129,False
AGT000390,Gautami Reddy,Andhra Pradesh,Online,5.2,328,131872.46,0.206,False
AGT000391,Upma Menon,Andhra Pradesh,Broker,16.4,397,104997.19,0.248,False
AGT000392,Naveen Pillay,Maharashtra,Agent,3.1,299,97574.93,0.137,False
AGT000393,Bina Doctor,Maharashtra,Online,3.3,182,195650.39,0.035,False
AGT000394,Hitesh Kakar,Andhra Pradesh,Agent,12.6,152,48235.85,0.201,False
AGT000395,Yasti Trivedi,Telangana,Online,19.7,42,77289.62,0.236,False
AGT000396,Tanveer Radhakrishnan,Bihar,Broker,16.9,285,34477.75,0.07,False
AGT000397,Mason Raj,Jharkhand,Online,19.7,9,125701.05,0.224,False
AGT000398,Faras Kapur,West Bengal,Online,16.4,333,77807.94,0.137,False
AGT000399,Jairaj Wable,Jharkhand,Broker,7.7,141,40900.68,0.144,False
AGT000400,Urmi Vohra,Maharashtra,Agent,3.7,127,84080.92,0.184,False
AGT000401,Edhitha Luthra,Telangana,Direct,4.5,285,21781.25,0.127,False
AGT000402,Chaaya Kohli,Chhattisgarh,Direct,19.6,161,48498.2,0.132,False
AGT000403,Xavier Pathak,Telangana,Agent,1.4,206,44912.65,0.329,False
AGT000404,Tamanna Murty,Bihar,Bancassurance,16.0,255,64106.23,0.262,False
AGT000405,Wridesh Saxena,Delhi,Bancassurance,6.6,117,199340.47,0.099,False
AGT000406,Janaki Buch,Bihar,Agent,3.7,370,177666.79,0.238,False
AGT000407,Yashasvi Bose,Punjab,Direct,14.7,301,35447.35,0.35,False
AGT000408,Veda Karpe,West Bengal,Direct,12.6,359,111716.4,0.202,False
AGT000409,Omya Karpe,Andhra Pradesh,Direct,12.7,202,136860.65,0.136,False
AGT000410,Yash Reddy,Maharashtra,Online,8.9,256,192995.01,0.256,True
AGT000411,Abha Mangat,Andhra Pradesh,Online,14.0,14,91339.34,0.299,True
AGT000412,Dipta Dalal,Delhi,Online,8.1,10,151171.86,0.341,True
AGT000413,Nilima Sama,Uttar Pradesh,Agent,16.3,196,28011.13,0.213,True
AGT000414,Warda Hora,Uttarakhand,Agent,19.2,161,55826.74,0.064,True
AGT000415,Sudiksha Aurora,Maharashtra,Broker,6.6,363,163029.66,0.084,True
AGT000416,Jai Sahota,Telangana,Direct,3.9,225,147846.14,0.258,True
AGT000417,Upma Chaudhuri,Maharashtra,Bancassurance,3.1,94,192092.18,0.24,True
AGT000418,Bahadurjit Sankar,Uttar Pradesh,Broker,16.7,280,45060.8,0.189,True
AGT000419,Ojas Bora,Tamil Nadu,Online,3.4,45,132286.78,0.308,True
AGT000420,Yutika Wagle,Tamil Nadu,Online,19.4,19,40808.78,0.104,True
AGT000421,Pahal Pandya,West Bengal,Online,18.8,309,164224.64,0.239,True
AGT000422,Neelima Khurana,Jharkhand,Online,19.0,134,174215.74,0.145,True
AGT000423,Jagat Nayar,Kerala,Broker,6.9,122,174223.48,0.033,True
AGT000424,Hritik Bath,Maharashtra,Online,11.1,377,98332.47,0.13,True
AGT000425,Isha Sen,Bihar,Broker,2.3,93,38439.39,0.082,True
AGT000426,Shivani Sarin,Karnataka,Direct,19.0,9,37906.53,0.153,True
AGT000427,Vansha Desai,Uttar Pradesh,Online,9.9,47,171284.97,0.208,True
AGT000428,Yashodhara Chacko,Gujarat,Direct,13.8,295,82004.39,0.045,True
AGT000429,Abhimanyu Pingle,Andhra Pradesh,Direct,6.8,331,40487.43,0.196,True
AGT000430,Ladli Nagi,Uttarakhand,Online,1.6,8,92153.31,0.246,True
AGT000431,Patrick Trivedi,Maharashtra,Online,1.4,359,77926.06,0.142,False
AGT000432,Gunbir Kata,Karnataka,Direct,15.9,197,73808.28,0.268,False
AGT000433,Wakeeta Om,Chhattisgarh,Agent,7.8,226,114754.0,0.064,False
AGT000434,Zarna Vohra,West Bengal,Bancassurance,16.6,362,180164.82,0.077,False
AGT000435,Bhavika Naidu,Maharashtra,Bancassurance,17.8,130,50045.97,0.1,False
AGT000436,Eiravati Gokhale,Tamil Nadu,Broker,14.8,40,64603.55,0.241,False
AGT000437,Benjamin Kade,Uttar Pradesh,Direct,4.6,245,24095.62,0.044,False
AGT000438,Zilmil Mall,Bihar,Online,7.3,234,59974.79,0.1,False
AGT000439,Hardik Palan,West Bengal,Online,6.4,51,102223.29,0.03,False
AGT000440,Noah Dani,Uttarakhand,Direct,13.8,44,131340.11,0.289,False
AGT000441,Anusha Sur,Rajasthan,Bancassurance,8.7,308,105410.33,0.255,False
AGT000442,Udarsh Gara,Odisha,Agent,4.5,207,62750.03,0.145,False
AGT000443,Aashi Cherian,Andhra Pradesh,Broker,0.6,169,119527.86,0.255,False
AGT000444,Arya Dhaliwal,Odisha,Agent,0.5,278,25996.77,0.254,False
AGT000445,Samuel Trivedi,Uttar Pradesh,Direct,13.4,288,145865.79,0.267,False
AGT000446,Ayaan Baral,Telangana,Bancassurance,1.9,296,26705.24,0.146,False
AGT000447,Abeer Suresh,Maharashtra,Bancassurance,7.0,306,65896.66,0.28,False
AGT000448,Kala Jani,Haryana,Online,4.0,329,81502.6,0.158,False
AGT000449,Pooja Saxena,Jharkhand,Direct,5.1,6,77465.91,0.13,False
AGT000450,Sudiksha Merchant,Uttar Pradesh,Bancassurance,8.1,23,21940.36,0.328,False
AGT000451,Jagdish Saxena,Uttar Pradesh,Agent,18.2,392,73425.36,0.251,False
AGT000452,Wakeeta Lall,Karnataka,Agent,8.5,355,84539.2,0.323,False
AGT000453,Laksh Mallick,Uttar Pradesh,Agent,1.8,386,60017.69,0.126,False
AGT000454,Irya Brar,Madhya Pradesh,Agent,6.2,191,161233.33,0.101,False
AGT000455,Falan Narain,Tamil Nadu,Direct,12.3,341,80519.4,0.09,False
AGT000456,Yashica Nayak,Bihar,Agent,9.6,298,23569.12,0.345,False
AGT000457,Sudiksha Varghese,Tamil Nadu,Direct,9.0,338,191756.14,0.094,False
AGT000458,Divya Barad,Delhi,Direct,17.9,356,107318.6,0.07,False
AGT000459,Harish Verma,Karnataka,Agent,17.0,302,79316.13,0.05,False
AGT000460,Ranveer Banik,Tamil Nadu,Broker,8.8,297,122873.06,0.346,False
AGT000461,Yatan Devan,Haryana,Direct,12.4,231,116584.83,0.308,False
AGT000462,Thomas Hayre,Rajasthan,Agent,2.9,205,145093.7,0.072,False
AGT000463,Upma Doshi,Andhra Pradesh,Broker,11.7,197,199825.0,0.258,False
AGT000464,Rachit Taneja,Uttar Pradesh,Direct,10.4,141,195239.76,0.164,False
AGT000465,Karan Issac,Uttar Pradesh,Online,4.9,212,122377.45,0.1,False
AGT000466,Zaitra Kala,Andhra Pradesh,Online,4.3,98,83620.42,0.314,False
AGT000467,Radha Bhavsar,Madhya Pradesh,Agent,11.3,338,16408.72,0.09,False
AGT000468,Sathvik Gokhale,West Bengal,Broker,18.6,243,72372.2,0.259,False
AGT000469,Omya Lall,Uttar Pradesh,Broker,0.9,390,191163.88,0.155,False
AGT000470,Wahab Palla,Uttar Pradesh,Broker,11.5,220,81484.91,0.295,False
AGT000471,Pranit Mital,Haryana,Direct,11.4,199,152366.4,0.181,False
AGT000472,Brinda Sundaram,Tamil Nadu,Online,13.4,196,139716.54,0.257,False
AGT000473,Manya Parikh,Uttar Pradesh,Broker,4.3,218,140733.56,0.055,False
AGT000474,Chakrika Char,Gujarat,Bancassurance,9.0,317,107138.17,0.346,False
AGT000475,Isaiah Mani,Gujarat,Bancassurance,2.7,12,60232.84,0.262,False
AGT000476,Sanya Nanda,Uttar Pradesh,Online,5.5,228,111522.25,0.035,False
AGT000477,Pavani D’Alia,Tamil Nadu,Broker,0.9,247,166147.15,0.274,False
AGT000478,Ucchal Nagar,Karnataka,Agent,12.2,255,41488.35,0.092,False
AGT000479,Idika Rao,Tamil Nadu,Bancassurance,11.7,373,120045.43,0.237,False
AGT000480,Veda Suresh,Maharashtra,Agent,8.2,26,181546.66,0.288,False
AGT000481,Wahab Balakrishnan,West Bengal,Bancassurance,10.4,65,123174.71,0.097,False
AGT000482,Amrita Tripathi,Gujarat,Agent,13.6,313,134729.69,0.115,False
AGT000483,Nilima Bhat,Maharashtra,Online,3.0,14,110876.41,0.129,False
AGT000484,Advika Nadkarni,West Bengal,Bancassurance,2.1,191,18300.83,0.262,False
AGT000485,Mahika Sathe,Delhi,Online,8.8,79,63851.21,0.227,False
AGT000486,Mohini Lad,Maharashtra,Broker,15.8,49,93783.89,0.225,False
AGT000487,Amrita Sunder,Andhra Pradesh,Bancassurance,6.0,252,106458.59,0.125,False
AGT000488,Harinakshi Bath,West Bengal,Direct,18.3,96,184823.83,0.165,False
AGT000489,Sara Rout,Karnataka,Broker,19.8,155,129477.3,0.204,False
AGT000490,Ojas Wason,Andhra Pradesh,Online,2.1,339,23689.89,0.118,False
AGT000491,Imaran Narayan,Maharashtra,Online,15.9,358,51561.95,0.149,False
AGT000492,Anmol Bail,Uttar Pradesh,Bancassurance,3.9,213,88270.21,0.23,False
AGT000493,Gautam Nath,West Bengal,Online,0.8,266,145426.53,0.11,False
AGT000494,Dev Bawa,Uttar Pradesh,Agent,4.4,156,101570.23,0.112,False
AGT000495,Janaki Wason,Gujarat,Direct,15.5,231,169466.56,0.157,False
AGT000496,Naksh Wason,Bihar,Broker,9.0,196,51441.11,0.317,False
AGT000497,Veer Mannan,West Bengal,Direct,16.0,25,134457.56,0.114,False
AGT000498,Kashvi Narula,Rajasthan,Agent,1.9,55,198795.48,0.234,False
AGT000499,Tanveer Kothari,Haryana,Online,19.0,182,96164.14,0.318,False
AGT000500,Balendra Bahri,Uttar Pradesh,Direct,14.1,140,137192.22,0.277,False
