customer_id,name,age,gender,state,city,pincode,occupation,income_band,credit_tier,tenure_months,channel,family_size,segment,email,phone,bank_account_prefix,in_fraud_ring,created_at
CUST012962,Hemangini Basak,56.0,Male,Chhattisgarh,Ranchi,765455,Farmer,5-10L,Prime,1.0,Online,4.0,Affluent,sahotamatthew@example.net,9653017480,ICICI,False,2024-12-04
CUST012963,Laksh Mistry,31.0,Female,West Bengal,Serampore,423295,Student,<2L,Thin-File,67.0,Broker,4.0,HNI,sanyagokhale@example.org,9769973629,HDFC,False,2024-02-25
CUST012964,Manan Sidhu,41.0,Male,West Bengal,Chapra,431511,Farmer,5-10L,Sub-Prime,32.0,Agent,5.0,Mass-Affluent,nandanikita@example.net,9625577541,SBI,False,2021-09-12
CUST012965,Priya Badami,21.0,Female,Punjab,Cuttack,042765,Student,2-5L,Near-Prime,59.0,Broker,4.0,Mass,nitesh42@example.com,9978047249,ICICI,False,2021-05-16
CUST012966,Forum Zachariah,56.0,Female,Haryana,Giridih,929739,Farmer,5-10L,Near-Prime,9.0,Agent,2.0,Affluent,joshuapatla@example.com,9865832281,SBI,False,2020-10-27
CUST012967,Rachita Sangha,52.0,Male,Madhya Pradesh,Panchkula,978397,Retired,25-50L,Prime,27.0,Bancassurance,5.0,Mass,nagarajantamanna@example.net,9862825471,SBI,False,2023-08-28
CUST012968,Ridhi Upadhyay,31.0,Male,Bihar,Gaya,570475,Government Employee,<2L,Near-Prime,7.0,Broker,6.0,Mass,unnatijani@example.net,9704111598,HDFC,False,2021-10-14
CUST012969,Vanya Devan,70.0,Female,Chhattisgarh,Karaikudi,608910,Business Owner,<2L,Thin-File,10.0,Direct,1.0,Mass,tanveer02@example.com,9295637983,SBI,False,2022-10-29
CUST012970,Falguni Sankar,30.0,Male,Uttar Pradesh,Bhimavaram,768045,Homemaker,5-10L,Thin-File,68.0,Agent,6.0,Mass-Affluent,lghose@example.org,9162704513,SBI,False,2021-05-18
CUST012971,Madhavi Som,58.0,Male,Uttar Pradesh,Durgapur,752354,Retired,5-10L,Prime,47.0,Direct,7.0,Mass-Affluent,baradekbal@example.org,9531634991,ICICI,False,2021-11-12
CUST012972,Sudiksha Nadig,34.0,Female,Delhi,Singrauli,271801,Professional,5-10L,Near-Prime,31.0,Broker,1.0,Affluent,smane@example.org,9614434925,SBI,False,2021-06-18
CUST012973,Anamika Majumdar,60.0,Female,Rajasthan,Eluru,846656,Self-Employed,10-25L,Near-Prime,51.0,Agent,6.0,Affluent,bhavya05@example.net,9312115819,Axis,False,2024-12-19
CUST012974,Fitan Mangat,33.0,Male,Uttarakhand,Kolkata,517726,Homemaker,10-25L,Sub-Prime,27.0,Agent,2.0,Mass,koshydaksha@example.com,9975156870,SBI,False,2022-05-14
CUST012975,Nilima Hans,70.0,Male,Uttar Pradesh,Katihar,966514,Homemaker,<2L,Prime,1.0,Online,5.0,Affluent,gunbir88@example.org,9234587286,SBI,False,2024-03-17
CUST012976,Ishita Naidu,18.0,Male,Uttar Pradesh,Junagadh,722595,Government Employee,2-5L,Near-Prime,52.0,Online,5.0,Mass,rattanavi@example.com,9409939832,HDFC,False,2022-08-03
CUST012977,Girindra Pall,50.0,Male,Uttar Pradesh,Nellore,228295,Salaried,2-5L,Prime,14.0,Broker,5.0,Mass,deyazaan@example.com,9134181473,SBI,False,2024-09-10
CUST012978,Gabriel Karnik,57.0,Male,Bihar,Rajkot,638646,Salaried,<2L,Near-Prime,66.0,Bancassurance,7.0,Mass,akshaymorar@example.com,9404255183,ICICI,False,2024-07-21
CUST012979,Pranav Date,29.0,Male,Uttar Pradesh,Hajipur,226414,Student,2-5L,Thin-File,4.0,Agent,4.0,Mass-Affluent,ojaskunda@example.net,9786620454,Kotak,False,2024-05-10
CUST012980,Watika Dhillon,63.0,Male,Uttar Pradesh,Dindigul,975516,Salaried,<2L,Near-Prime,13.0,Agent,2.0,Mass,smody@example.net,9514153321,Kotak,False,2021-01-10
CUST012981,Aadi Raj,56.0,Female,Meghalaya,Chinsurah,992845,Farmer,10-25L,Thin-File,7.0,Online,2.0,Mass,samarthlanka@example.org,9192568980,HDFC,False,2020-09-12
CUST012982,Chaman Chacko,39.0,Other,Uttar Pradesh,Ramgarh,060939,Professional,10-25L,Near-Prime,49.0,Broker,3.0,Mass,eiravatijayaraman@example.com,9860246842,HDFC,False,2024-01-07
CUST012983,Ikbal Gera,50.0,Male,Gujarat,Ambattur,851637,Homemaker,10-25L,Sub-Prime,2.0,Broker,2.0,Mass,usinghal@example.net,9899316611,Axis,False,2021-01-10
CUST012984,Amol Das,59.0,Female,Kerala,Bettiah,926729,Government Employee,5-10L,Prime,69.0,Agent,2.0,Mass-Affluent,anika03@example.net,9331443344,ICICI,False,2024-08-26
CUST012985,William Bhatti,71.0,Female,Tamil Nadu,Gulbarga,624542,Student,<2L,Prime,12.0,Agent,7.0,Mass,hpatel@example.com,9604489574,HDFC,False,2023-01-14
CUST012986,Gopal Kapur,36.0,Male,Maharashtra,Aurangabad,126829,Salaried,5-10L,Sub-Prime,70.0,Direct,2.0,Mass-Affluent,pranitratti@example.com,9394430234,Axis,False,2020-12-06
CUST012987,Quincy Randhawa,25.0,Male,Kerala,Kottayam,329344,Student,2-5L,Prime,26.0,Agent,3.0,Mass,omajakalla@example.org,9123933459,SBI,False,2020-02-09
CUST012988,Aditya Muni,55.0,Female,Karnataka,Patna,771626,Student,2-5L,Near-Prime,37.0,Agent,1.0,Mass,tanishkapadia@example.org,9546951682,HDFC,False,2023-08-06
CUST012989,Umang Morar,57.0,Female,West Bengal,Machilipatnam,336091,Professional,2-5L,Prime,27.0,Agent,5.0,Affluent,benjaminsanghvi@example.org,9334354789,SBI,False,2024-08-11
CUST012990,Dalaja Sangha,45.0,Female,Kerala,Gulbarga,282217,Business Owner,<2L,Near-Prime,66.0,Agent,4.0,Mass,ijaya10@example.net,9488637365,ICICI,False,2021-01-16
CUST012991,Chakradhar Agarwal,45.0,Female,Uttar Pradesh,Malegaon,535666,Student,<2L,Prime,38.0,Online,7.0,Mass,gaurav41@example.com,9181193058,ICICI,False,2021-01-12
CUST012992,Yochana Prasad,63.0,Male,Delhi,Jorhat,721600,Student,2-5L,Thin-File,2.0,Agent,7.0,Mass,hparekh@example.net,9192334827,Kotak,False,2021-04-04
CUST012993,Ekani Sahni,64.0,Male,Kerala,Navi Mumbai,782135,Self-Employed,2-5L,Prime,44.0,Agent,4.0,Mass,chanakya91@example.com,9182580127,SBI,False,2023-12-02
CUST012994,Oviya Deshmukh,26.0,Female,Uttar Pradesh,Raurkela Industrial Township,012271,Homemaker,5-10L,Sub-Prime,25.0,Broker,7.0,Mass,gopalxalak@example.com,9749379389,SBI,False,2024-10-14
CUST012995,Leena Tripathi,71.0,Female,West Bengal,Warangal,118130,Self-Employed,5-10L,Prime,11.0,Bancassurance,2.0,Mass,simontara@example.org,9558124101,SBI,False,2020-12-27
CUST012996,,62.0,Male,Rajasthan,Siliguri,258911,Business Owner,25-50L,Prime,7.0,Online,7.0,Mass,nilimasarkar@example.net,9484355611,HDFC,False,2022-12-13
CUST012997,Urmi Warrior,42.0,Female,Bihar,Shivpuri,000256,Professional,2-5L,Near-Prime,26.0,Online,3.0,Mass,rdasgupta@example.org,9876974606,HDFC,False,2022-08-15
CUST012998,Adya Thaker,74.0,Female,Tamil Nadu,Dharmavaram,965411,Professional,2-5L,Sub-Prime,17.0,Agent,2.0,Mass,ekanshbhandari@example.net,9685282380,HDFC,False,2024-09-10
CUST012999,Jagrati Mital,73.0,Female,Tamil Nadu,Jabalpur,308146,Farmer,5-10L,Near-Prime,5.0,Direct,7.0,Mass-Affluent,bedikabir@example.net,9142019734,ICICI,False,2021-02-16
CUST013000,Pooja Chopra,39.0,Male,Andhra Pradesh,Bulandshahr,374646,Homemaker,5-10L,Near-Prime,68.0,Agent,1.0,Affluent,guhamaanav@example.net,9973627554,Kotak,False,2020-11-03
CUST013001,Warjas Nagy,22.0,Female,Gujarat,Arrah,163102,Self-Employed,5-10L,Prime,26.0,Online,7.0,Mass,vyanjanaram@example.org,9218897038,ICICI,False,2022-02-24
CUST013002,Abdul Brahmbhatt,44.0,Female,Tamil Nadu,Ambattur,781492,Government Employee,2-5L,Near-Prime,20.0,Agent,6.0,Mass,theodore16@example.net,9444976840,Kotak,False,2021-07-29
CUST013003,Dalaja Goel,30.0,Female,Kerala,Karnal,700967,Self-Employed,2-5L,Near-Prime,11.0,Agent,7.0,Mass,tarak78@example.net,9868327575,ICICI,False,2023-12-04
CUST013004,Harshil Raghavan,32.0,Female,Tamil Nadu,Tinsukia,735188,Self-Employed,25-50L,Prime,66.0,Direct,5.0,Mass,yashawinidalal@example.net,9104688596,HDFC,False,2021-08-10
CUST013005,Arjun Rau,37.0,Female,Bihar,Kharagpur,774925,Farmer,10-25L,Prime,66.0,Agent,3.0,Mass-Affluent,zehaan31@example.org,9160120885,Kotak,False,2024-08-01
CUST013006,Bhavna Dugar,46.0,Male,Punjab,Malegaon,115600,Government Employee,<2L,Thin-File,59.0,Online,6.0,Mass,omkaar98@example.org,9237057677,ICICI,False,2020-01-22
CUST013007,Agastya Hayer,35.0,Male,Gujarat,Hazaribagh,099349,Student,2-5L,Sub-Prime,8.0,Agent,5.0,Mass,gabrielratta@example.org,9771222179,Kotak,False,2024-05-06
CUST013008,Bhavani Singh,34.0,Female,Gujarat,Madurai,958457,Retired,2-5L,Prime,8.0,Agent,2.0,Mass,waliamohammed@example.com,9681369226,SBI,False,2022-08-08
CUST013009,Janya Som,48.0,Female,Delhi,Bangalore,114234,Retired,<2L,Near-Prime,12.0,Agent,4.0,Mass,yahvidalia@example.org,9196964631,SBI,False,2022-01-22
CUST013010,Suhani Memon,73.0,Female,Delhi,Pondicherry,212310,Farmer,5-10L,Near-Prime,7.0,Agent,6.0,Affluent,fwarrior@example.net,9297719843,HDFC,False,2020-10-05
CUST013011,Siya Khatri,64.0,Female,Uttar Pradesh,Imphal,499901,Professional,<2L,Prime,33.0,Bancassurance,3.0,Mass-Affluent,ranbir34@example.com,9256422921,SBI,False,2023-12-24
CUST013012,Indrajit Yohannan,57.0,Female,West Bengal,Bulandshahr,183598,Homemaker,<2L,Thin-File,46.0,Direct,7.0,Mass,ukrishna@example.org,9487342098,SBI,False,2023-07-25
CUST013013,Maanav Chopra,19.0,Female,Madhya Pradesh,Jammu,546756,Government Employee,25-50L,Near-Prime,19.0,Agent,2.0,Mass,qyogi@example.net,9212758152,HDFC,False,2023-12-08
CUST013014,Gaurang Raval,21.0,Male,Uttar Pradesh,Bilaspur,618475,Farmer,<2L,Prime,58.0,Broker,7.0,Mass,ryandar@example.org,9627183838,ICICI,False,2020-05-12
CUST013015,Gauri Agate,59.0,Male,Maharashtra,Varanasi,044072,Homemaker,50L+,Thin-File,15.0,Bancassurance,7.0,Mass,gautam46@example.org,9115551389,SBI,False,2024-05-03
CUST013016,Upasna Saini,65.0,Male,Jharkhand,Jorhat,230360,Salaried,25-50L,Prime,56.0,Agent,4.0,Mass-Affluent,zreddy@example.org,9851133127,SBI,False,2020-09-16
CUST013017,Prisha Gaba,63.0,Male,Haryana,Haldia,825309,Self-Employed,5-10L,Near-Prime,17.0,Online,3.0,Affluent,vartydakshesh@example.org,9543490370,ICICI,False,2020-05-16
CUST013018,Edhitha Khurana,67.0,Female,Maharashtra,Kalyan-Dombivli,269045,Salaried,<2L,Near-Prime,33.0,Broker,7.0,Mass-Affluent,butalaekavir@example.net,9484044148,Kotak,False,2020-03-31
CUST013019,Rajata Cherian,57.0,Male,Madhya Pradesh,Kozhikode,355637,Business Owner,2-5L,Near-Prime,63.0,Bancassurance,4.0,Mass-Affluent,jagvi72@example.net,9562266840,SBI,False,2020-08-24
CUST013020,Kashvi Palla,67.0,Female,Uttar Pradesh,Buxar,393795,Homemaker,2-5L,Prime,34.0,Broker,4.0,Affluent,baradvrinda@example.net,9392672295,ICICI,False,2024-03-29
CUST013021,Naksh Sahota,72.0,Female,Rajasthan,Guntur,116260,Homemaker,10-25L,Prime,47.0,Direct,3.0,Mass,swamyatharv@example.net,9350422167,Axis,False,2020-03-23
CUST013022,Yashvi Goel,28.0,Male,Gujarat,Thoothukudi,621180,Professional,<2L,Near-Prime,55.0,Direct,7.0,Mass,bailsai@example.com,9914062770,HDFC,False,2022-01-08
CUST013023,Jacob Kapoor,55.0,Female,Maharashtra,Sambhal,132471,Business Owner,2-5L,Thin-File,19.0,Direct,3.0,Mass,rastogilopa@example.org,9362426958,Kotak,False,2021-04-06
CUST013024,Janya Raju,18.0,Female,Haryana,Dindigul,434963,Self-Employed,25-50L,Prime,38.0,Broker,3.0,Affluent,tanveer94@example.org,9597466173,Axis,False,2024-06-23
CUST013025,Indrajit Balay,41.0,Female,Punjab,Muzaffarpur,960934,Government Employee,<2L,Prime,51.0,Bancassurance,6.0,HNI,devikaparmer@example.net,9478338866,ICICI,False,2020-12-07
CUST013026,Isaiah Chhabra,44.0,Female,Maharashtra,Bidar,762066,Professional,2-5L,Near-Prime,58.0,Agent,3.0,Mass,jhalak62@example.org,9817976592,SBI,False,2024-09-09
CUST013027,Nathan Devi,62.0,Male,Uttar Pradesh,Udaipur,001272,Self-Employed,2-5L,Sub-Prime,2.0,Agent,6.0,Affluent,emistry@example.org,9841316737,HDFC,False,2021-03-04
CUST013028,Warjas Prashad,38.0,Male,Maharashtra,Raebareli,773653,Student,2-5L,Near-Prime,45.0,Agent,4.0,Mass-Affluent,fghosh@example.org,9469276949,HDFC,False,2024-02-06
CUST013029,Rachit Varkey,62.0,Male,Uttar Pradesh,Imphal,819700,Homemaker,5-10L,Sub-Prime,22.0,Agent,7.0,Mass,qgoda@example.org,9149357310,ICICI,False,2021-02-26
CUST013030,Victor Bawa,27.0,Male,Jharkhand,Jabalpur,917147,Farmer,2-5L,Near-Prime,9.0,Online,4.0,Mass-Affluent,fnazareth@example.org,9738436625,ICICI,False,2020-06-12
CUST013031,Faras Parmar,71.0,Male,Maharashtra,Berhampur,018924,Retired,2-5L,Prime,59.0,Agent,2.0,Mass,deshpandepushti@example.org,9262165605,ICICI,False,2023-04-18
CUST013032,Rehaan Grewal,68.0,Male,Himachal Pradesh,Guna,369888,Homemaker,<2L,Near-Prime,66.0,Online,5.0,Affluent,orinderbanerjee@example.com,9922065140,SBI,False,2020-08-30
CUST013033,Yashvi Salvi,61.0,Male,Punjab,Ahmedabad,083333,Student,25-50L,Prime,62.0,Agent,5.0,Mass-Affluent,ekantikachanda@example.org,9224382210,Kotak,False,2021-01-30
CUST013034,Ati Bumb,51.0,Male,Uttar Pradesh,Chapra,150515,Retired,25-50L,Near-Prime,45.0,Agent,6.0,Mass,zayanbath@example.org,9768111499,HDFC,False,2024-07-30
CUST013035,Yashodhara Patla,72.0,Male,Kerala,Sikar,708553,Self-Employed,2-5L,Sub-Prime,16.0,Direct,3.0,Affluent,gandhisachi@example.net,9218649931,Kotak,False,2024-11-10
CUST013036,Dalbir Nazareth,68.0,Male,Uttar Pradesh,Munger,499814,Farmer,<2L,Near-Prime,54.0,Agent,4.0,Mass,mukhopadhyaybarkha@example.org,9558179062,HDFC,False,2023-12-02
CUST013037,Zilmil Parsa,70.0,Male,Haryana,Rewa,561641,Government Employee,10-25L,Thin-File,62.0,Agent,7.0,Affluent,madhavi35@example.com,9890667381,ICICI,False,2023-02-21
CUST013038,Yashoda Om,63.0,Male,Karnataka,Dibrugarh,991457,Farmer,10-25L,Near-Prime,15.0,Bancassurance,4.0,Mass-Affluent,ichaudhuri@example.org,9148376952,SBI,False,2021-10-16
CUST013039,Gaurang Goswami,28.0,Male,Uttar Pradesh,Tenali,376663,Salaried,2-5L,Thin-File,24.0,Agent,7.0,HNI,gshah@example.com,9390318919,Kotak,False,2020-12-25
CUST013040,Gunbir Ramanathan,18.0,Male,Gujarat,Nangloi Jat,246816,Homemaker,10-25L,Prime,11.0,Agent,6.0,Affluent,amara04@example.net,9811617911,Kotak,False,2021-09-13
CUST013041,Vaishnavi Palla,26.0,Male,Rajasthan,Singrauli,235077,Farmer,10-25L,Thin-File,39.0,Bancassurance,4.0,Affluent,ochander@example.org,9312344796,Kotak,False,2021-09-16
CUST013042,Upma Kalla,74.0,Female,West Bengal,Agartala,633001,Student,2-5L,Sub-Prime,29.0,Broker,3.0,Mass,senlohit@example.net,9670000085,ICICI,False,2023-01-03
CUST013043,Shivansh Krishnan,71.0,Female,Uttarakhand,Uluberia,332364,Professional,<2L,Sub-Prime,27.0,Agent,2.0,Mass,hredhaansawhney@example.org,9848646859,Axis,False,2023-10-09
CUST013044,Tamanna Dada,69.0,Male,Gujarat,Avadi,782682,Retired,10-25L,Near-Prime,44.0,Direct,3.0,Mass-Affluent,udarsh32@example.com,9491984742,SBI,False,2024-09-06
CUST013045,Lila Subramanian,62.0,Female,Bihar,Ujjain,085289,Business Owner,50L+,Sub-Prime,63.0,Bancassurance,2.0,Mass-Affluent,npai@example.org,9406836150,Kotak,False,2024-11-01
CUST013046,Bimala Deep,56.0,Female,Uttar Pradesh,Pudukkottai,173316,Business Owner,2-5L,Near-Prime,70.0,Broker,4.0,Mass-Affluent,anvisood@example.org,9447673885,ICICI,False,2022-11-26
CUST013047,Nathaniel Desai,22.0,Female,Maharashtra,Saharanpur,057978,Government Employee,2-5L,Prime,13.0,Broker,7.0,Mass,lakshitaggarwal@example.org,9628312073,SBI,False,2024-07-08
CUST013048,Zaid Prabhakar,31.0,Male,Odisha,Bettiah,074767,Salaried,<2L,Prime,54.0,Agent,5.0,Mass-Affluent,rbalakrishnan@example.net,9244495362,ICICI,False,2020-07-12
CUST013049,Simon Krish,46.0,Male,West Bengal,Aurangabad,242702,Salaried,2-5L,Thin-File,35.0,Agent,7.0,Mass,dinvritti@example.com,9288051271,SBI,False,2020-06-01
CUST013050,Wazir Chada,24.0,Female,Odisha,Bhopal,400763,Student,2-5L,Near-Prime,41.0,Agent,1.0,Affluent,bailshravya@example.net,9861047818,HDFC,False,2024-06-26
CUST013051,Xiti Biswas,66.0,Male,Karnataka,Gaya,961865,Homemaker,25-50L,Prime,56.0,Agent,2.0,Mass,balhaar98@example.net,9344752631,Axis,False,2021-10-12
CUST013052,Warjas De,35.0,Female,Kerala,Bhiwandi,750613,Salaried,5-10L,Thin-File,1.0,Direct,6.0,Mass,faris47@example.com,9878879042,HDFC,False,2024-01-16
CUST013053,Deepa Vyas,48.0,Male,Uttar Pradesh,Kadapa,232771,Self-Employed,2-5L,Near-Prime,50.0,Bancassurance,2.0,Mass-Affluent,arjun48@example.org,9321471938,Kotak,False,2023-10-10
CUST013054,Vrishti Kaul,68.0,Male,Kerala,Phagwara,175820,Homemaker,25-50L,Sub-Prime,42.0,Agent,6.0,Mass,jyoti79@example.org,9758553437,SBI,False,2020-08-23
CUST013055,Xavier Borah,38.0,Female,Rajasthan,Purnia,375009,Self-Employed,5-10L,Near-Prime,23.0,Direct,3.0,Mass,aadhyagolla@example.org,9476090327,HDFC,False,2024-05-07
CUST013056,Banjeet Murthy,53.0,Male,Andhra Pradesh,Rajkot,209485,Homemaker,<2L,Prime,33.0,Agent,7.0,Mass,chaturamuni@example.org,9232403090,HDFC,False,2024-10-10
CUST013057,Ishani Mahal,70.0,Male,Bihar,Kharagpur,931200,Salaried,25-50L,Sub-Prime,48.0,Bancassurance,1.0,Mass,aarna94@example.org,9481359833,Kotak,False,2020-11-06
CUST013058,Farhan Narasimhan,62.0,Male,Chhattisgarh,Mango,349698,Farmer,2-5L,Near-Prime,29.0,Agent,3.0,Affluent,maharajyahvi@example.com,9829251124,SBI,False,2020-02-23
CUST013059,Rachita Kapur,30.0,Male,Uttar Pradesh,Kharagpur,936631,Retired,2-5L,Thin-File,34.0,Direct,1.0,Mass,nkrishna@example.com,9405990178,SBI,False,2022-07-31
CUST013060,Widisha Bahri,56.0,Male,Uttar Pradesh,Orai,202741,Student,<2L,Prime,30.0,Agent,7.0,Mass,sundarammichael@example.com,9256913847,ICICI,False,2020-11-02
CUST013061,Fariq Boase,36.0,Female,Punjab,Bhiwandi,150737,Farmer,2-5L,Sub-Prime,21.0,Online,5.0,Mass,shravyadeo@example.org,9161181490,Axis,False,2022-12-27
CUST013062,Aadi Barman,49.0,Male,West Bengal,Rampur,404175,Professional,2-5L,Prime,66.0,Broker,6.0,Affluent,mahika55@example.net,9222195909,ICICI,False,2020-04-16
CUST013063,Charles Lanka,36.0,Male,Uttar Pradesh,Hyderabad,806034,Homemaker,50L+,,34.0,Agent,5.0,Mass,patrickshan@example.org,9178152696,Axis,False,2021-03-24
CUST013064,Udarsh Basu,63.0,Male,Madhya Pradesh,Surat,929373,Government Employee,<2L,Prime,37.0,Agent,1.0,Mass-Affluent,prao@example.org,9664885475,ICICI,False,2021-08-17
CUST013065,Siya Bera,38.0,Female,Bihar,South Dumdum,683733,Student,<2L,Prime,19.0,Broker,1.0,Mass-Affluent,chakrika09@example.net,9531955267,Axis,False,2020-08-11
CUST013066,Thomas Murthy,49.0,Male,West Bengal,Kozhikode,681748,Homemaker,2-5L,Sub-Prime,28.0,Bancassurance,1.0,Mass,zansipillai@example.net,9580546880,HDFC,False,2023-06-21
CUST013067,Sneha Gade,74.0,Male,Odisha,Pudukkottai,434702,Farmer,50L+,Prime,59.0,Agent,6.0,Mass-Affluent,bhagatbalendra@example.com,9485761112,Kotak,False,2020-03-24
CUST013068,Upkaar Khanna,51.0,Male,Bihar,Eluru,433476,Homemaker,2-5L,Near-Prime,26.0,Agent,4.0,Mass-Affluent,charanvala@example.org,9829229962,Axis,False,2020-06-15
CUST013069,Libni Pingle,27.0,Female,Uttar Pradesh,Miryalaguda,874379,Farmer,10-25L,Prime,2.0,Online,7.0,Affluent,darikayogi@example.org,9569151318,HDFC,False,2020-04-25
CUST013070,Jagdish Ramanathan,67.0,Female,Haryana,Gwalior,739781,Business Owner,10-25L,Sub-Prime,22.0,Direct,1.0,Mass-Affluent,aarushdevan@example.net,9684308174,SBI,False,2024-03-24
CUST013071,Vanya Singh,70.0,Male,Bihar,Gopalpur,676295,Business Owner,10-25L,Sub-Prime,43.0,Agent,4.0,Mass,fariq84@example.org,9687534735,SBI,False,2021-10-19
CUST013072,Harish Korpal,46.0,Female,Karnataka,Ambala,527141,Salaried,2-5L,Prime,61.0,Broker,4.0,Mass,achander@example.com,9341704819,Axis,False,2023-04-08
CUST013073,Ekansh Aggarwal,65.0,Female,Maharashtra,Warangal,069333,Student,5-10L,Sub-Prime,43.0,Agent,1.0,Mass,tanish40@example.net,9495923209,Kotak,False,2022-02-05
CUST013074,Chanchal Kota,37.0,Male,Maharashtra,Agra,994006,Farmer,<2L,Prime,3.0,Agent,7.0,Affluent,okata@example.org,9758309964,Kotak,False,2021-09-11
CUST013075,Inaya Khosla,37.0,Male,Uttar Pradesh,Tadipatri,228663,Retired,25-50L,Near-Prime,71.0,Agent,4.0,Mass-Affluent,tanay79@example.net,9893665784,Axis,False,2021-08-12
CUST013076,Chakradev Master,57.0,Male,Uttar Pradesh,Pallavaram,714391,Business Owner,<2L,Prime,68.0,Agent,1.0,Affluent,laban48@example.org,9912874688,SBI,False,2023-08-28
CUST013077,Oscar Dutt,51.0,Male,Maharashtra,Aurangabad,954762,Government Employee,5-10L,Near-Prime,16.0,Agent,4.0,Mass,vrege@example.com,9222236434,Axis,False,2020-10-13
CUST013078,Vedika More,46.0,Male,Tamil Nadu,Vasai-Virar,702909,Farmer,5-10L,Near-Prime,40.0,Broker,7.0,Affluent,pbir@example.com,9343161190,Axis,False,2022-12-19
CUST013079,Harish Lad,47.0,Male,Assam,Buxar,528721,Government Employee,2-5L,Thin-File,5.0,Bancassurance,5.0,Mass,divyabala@example.com,9521330645,Kotak,False,2020-10-18
CUST013080,Dalaja Bhardwaj,43.0,Female,Tamil Nadu,Shivpuri,214211,Self-Employed,5-10L,Sub-Prime,1.0,Broker,6.0,Mass-Affluent,jainreyansh@example.org,9797336014,SBI,False,2024-03-25
CUST013081,Chasmum Chaudhry,50.0,Male,Bihar,Hyderabad,980879,Professional,5-10L,Near-Prime,59.0,Online,3.0,Affluent,srivastavajhalak@example.net,9556807896,SBI,False,2024-09-23
CUST013082,Sachi Kaul,18.0,Female,Assam,Jhansi,485943,Business Owner,5-10L,Thin-File,55.0,Broker,3.0,Mass,umutti@example.org,9175567378,SBI,False,2024-12-25
CUST013083,Upkaar Ratti,59.0,Male,,Avadi,415149,Farmer,5-10L,Prime,24.0,Direct,2.0,Mass,sethvanya@example.net,9154105892,SBI,False,2023-11-23
CUST013084,Oliver Chana,58.0,Male,Uttar Pradesh,Ongole,362326,Student,5-10L,Prime,48.0,Broker,3.0,Mass-Affluent,vbhalla@example.net,9631578052,HDFC,False,2023-01-11
CUST013085,Vyanjana Bala,25.0,Male,Tamil Nadu,Katihar,546723,Professional,2-5L,Prime,23.0,Agent,2.0,Mass-Affluent,ethankaur@example.com,9644143870,SBI,False,2021-12-02
CUST013086,Sai Guha,56.0,Male,Odisha,Ahmedabad,380089,Salaried,2-5L,Prime,23.0,Direct,4.0,Mass,jeevika76@example.org,9127427839,Kotak,False,2023-10-20
CUST013087,Jason Chhabra,58.0,Female,Uttar Pradesh,Kavali,661152,Farmer,<2L,Sub-Prime,25.0,Agent,2.0,Mass,indali91@example.net,9767803187,Axis,False,2023-10-04
CUST013088,Jasmit Dugar,48.0,Male,Andhra Pradesh,Chandrapur,547303,Business Owner,5-10L,Thin-File,46.0,Agent,2.0,Mass-Affluent,nsrinivas@example.com,9786698805,HDFC,False,2021-06-20
CUST013089,Mitali Sridhar,43.0,Female,Uttar Pradesh,Malda,366780,Student,2-5L,Near-Prime,11.0,Direct,6.0,Mass,dassekiya@example.net,9593651145,HDFC,False,2020-12-22
CUST013090,Gunbir Walia,34.0,Male,Maharashtra,Sultan Pur Majra,610041,Self-Employed,<2L,Prime,71.0,Agent,2.0,Mass,mayamitra@example.com,9878007781,Axis,False,2020-06-12
CUST013091,Karan Dewan,56.0,Male,Gujarat,Uluberia,964056,Government Employee,2-5L,Prime,37.0,Agent,7.0,Mass,harita97@example.net,9212490873,SBI,False,2020-05-30
CUST013092,Rudra Chhabra,27.0,Female,Gujarat,Thane,445077,Homemaker,5-10L,Prime,31.0,Direct,3.0,Mass,dissac@example.net,9511945064,SBI,False,2020-03-21
CUST013093,Baljiwan Borah,71.0,Female,Uttar Pradesh,Hindupur,104728,Business Owner,2-5L,Prime,55.0,Broker,1.0,Affluent,aanne@example.net,9162303116,Kotak,False,2023-09-02
CUST013094,Brijesh Venkatesh,24.0,Male,Haryana,Kakinada,356035,Self-Employed,<2L,Sub-Prime,49.0,Agent,6.0,HNI,chakradhar52@example.com,9203363507,ICICI,False,2024-07-10
CUST013095,Nathan Goswami,23.0,Female,Andhra Pradesh,Haridwar,492698,Government Employee,5-10L,Near-Prime,36.0,Broker,3.0,Mass-Affluent,tnair@example.org,9249524041,Kotak,False,2021-06-21
CUST013096,Chaitanya Thaman,21.0,Female,Delhi,Sagar,568921,Self-Employed,<2L,Near-Prime,5.0,Online,2.0,Mass,gratta@example.net,9920071366,SBI,False,2022-06-20
CUST013097,Jairaj Krish,29.0,Female,Haryana,Alwar,595571,Business Owner,10-25L,Near-Prime,46.0,Agent,6.0,Mass,yashpalla@example.org,9147284671,ICICI,False,2020-06-29
CUST013098,Adweta Madan,58.0,Male,Uttar Pradesh,Gulbarga,223922,Homemaker,<2L,Prime,53.0,Direct,2.0,Mass,unnati54@example.net,9817849254,ICICI,False,2020-08-01
CUST013099,Harrison Sura,43.0,Female,Kerala,Mysore,636900,Homemaker,<2L,Near-Prime,62.0,Agent,3.0,Mass,naidurudra@example.net,9500365228,SBI,False,2022-10-04
